Id,Text,Label,,,,,,,
738,right forward fuel pump eicas and right forward pump pressure light. this occurred at the top of descent when engine thrust was reduced. message and light extinguished about 30 seconds later. operation check good. pressure indication normal at this time.,Yes,,,,,,,
739,flight crew reported lt start valve eicas message in cruise flight. removed and replaced left engine start valve iaw b767 amm 80-11-02 - 004404. ops test good iaw amm 71-00-00-995. leak check good.,Yes,,,,,,,
740,"while advancing throttles for initial taxi at approximately 40 % n1, a momentary fire bell and fire warning master warning. all indications extinguished immediately on throttle reduction and were no other engine instrument indications supporting a fire. troubleshot the nr 1 engine iaw fim fault tree, opened cowling and checked for loose fire loops or cracked ducts. no duct cracked, found 2 loose connections on the fire loop. tightend iaw amm 26-11-01-4, rev. replaced automatic fire overheat logic test system card number 1 iaw amm : 26-10-01-4. fire warning test was satisfactory. performed high power run up to 51 % n1 and 76 % n3 went multiple times from idle to above n1 40 % and n1 50 % one time, kept stable for 3 minutes at 47 % n1 no fa nature of condition : false warning precautionary procedure : return to block part name : connector part condition : loose",Yes,,,,,,,
741,"while accomplishing a visual inspection found nr 3 engine outboard thrust reverser interior side upper, forward stop fitting is gouged and has damaged hy lok fastener. repaired per vt saa ea 747-5400-56-a8511 rev a.",Yes,,,,,,,
742,aircraft not grounded : pilot reports during cruise eicas disagree status message appeared. right engine fuel flow fluxuated from 5.3-2.8 all other engine parameters were steady. maintenance removed and replaced the fuel flow transmitter harness iaw wdm 73-31-11. operation check good.,Yes,,,,,,,
743,"diversion declared emergency suspected fuel leak right #2 engine. more than 500 left b imbalance. normal fuel flows. had using rsv fuel message on flight management computer along with showing a 900 left b. shortage and 1,600 left b. difference between planned landing and actual showing. troubleshot #2 fuel tank fuel quantity units. removed and replaced tank units f6, f7, f8, f9 and f10 in #2 fuel tank see aeroteams ( rs78ar752b ) wo. completed mel 28-6-02 res",Yes,,,,,,,
744,nr 2 engine forward tie rod on lower pneumatic starter duct is cracked through. aircraft grounded. removed and replaced the nr 2 engine forward tie rod iaw 71-00-02 fig 25-1.,Yes,,,,,,,
745,"aircraft was grounded. nr 2 fuel filter bypass light illuminated during level off at cruise altitude. light extinguish ed during descent passing 11,000 ft, accomplished fim 73-05-00. replaced right engine fuel filter, iaw amm 73-11-02.",Yes,,,,,,,
746,"another aircraft observed flames coming out of the nr 1 engine for about a minute after start. performed general visual inspection of the nr 1 engine exhaust section and inlet, no evidence of engine fire on inbd flap assembly or pylon. crew reported no unusal exhaust gas temperature or spike in engine exhaust gas temperature, crew also reported no fire warning messages or aural warnings. iaw ea7255-01044 rev center, removed the center vent tube. observed wear on bearing surfaces for the o-ring seals in aft 3 positions on vent tube. replaced the nr 1 engine. nature of condition : flame fire precautionary procedure : return to block part name : o-ring part condition : leaking",Yes,,,,,,,
747,"at fl370, the aircraft suffered some sort of electrical malfunction. with the fol indications : "" eicas display "" left hydraulic electronic pump ' "" center hydraulic electronic 2 "", right flight management computer failure, right irs intermittent, "" on dc "" light, flashing cockpit lights, altitude split of 8 00 '. started auxiliary power unit with no change. no electric system warning or indications were present. slats flaps gear all normal. efvs failed. built in test equipment ck ' d bpcu, no current faults flight legs 1 & 2 had right generator power system fault of intergrated drive generator high delta temperature fault. following fim 24 20 00 task 802 step am, dpi was not extended, performed engine run ' s per jrh chap. 5, no faults noted. removed and replaced right engine intergrated drive generator, removed and replaced right engine bpcu, removed and replaced right engine transformer rectifier unit, removed and replaced right engine",Yes,,,,,,,
748,aircraft was grounded. emergency declared. jfk gru flight returned to jfk. overweight landing uneventful. left engine anti ice indication of valve stuck in closed position. removed and replaced left engine anti ice valve iaw amm 30-21-02 and left engine anti ice controller iaw amm 30-21-03. operational check good. nature of condition : warning indication precautionary procedure : unsched landing part name : anti ice valve part condition : faulty,Yes,,,,,,,
749,"nr 1 engine inboard thrust reverser aft hinge fitting aft upper fastener hole cracked. complied with ea f-5450-t0341855, aft uppe right bolt holes cracked ct skin. repaired the nr 1 engine inboard thrust reverser aft hinge fitting aft upper fastener hole. major repair iaw gmm 6-2-100.",Yes,,,,,,,
750,right engine starter failed during start. inspection indicated internal damage. starter was replaced and aircraft was placed b acknowledge into service,Yes,,,,,,,
751,on departure had fairly strong dirty sock smell. dissipated at cruise and then returned on descent passing approximately fl240. remained throughout landing. fume event. during right engine borescope found internal oil leak. the engine right & right. post engine change runs completed with no fumes noted.,Yes,,,,,,,
752,"test flight - ram air turbine would not deploy with both speed cad circuit-breaker pulled. removed and replaced left and right engine speed cards iaw amm 77-12-03-4, performed ram air turbine auto drop test iaw amm 29-21-00-5, test passed.",Yes,,,,,,,
753,left exhaust gas temperature red line in climb fl-17800. secured engine in-flight after thrust to idle exhaust gas temperature still 1100. diversion to kcvg with single engine operations. declared emergency with air traffic control. aircraft visually inspected after landing. verified ok and taxied to ramp as directed. aircraft grounded for unscheduled maintenance.,Yes,,,,,,,
754,"the pilot reported that after takeoff, the right engine oil pressure was 33 in the yellow band, accompanied by fumes in the cockpit & cabin. the aircraft was grounded. maintenance found oil coming down the outlet guide vanes, and determin dead ended that the nr 1 bearing seal was leaking. changed the engine. * supplemantal report : maintenance removed and replaced nr 2 engine iaw 71-94-01, and due to initial discrepancy accomplished engine smoke odor fumes initial ts iaw cards 05 - 96-70 and 05-96-71. accomplished engine run, ops ok * ( closed )",Yes,,,,,,,
755,"nr 2 engine, fuel heater servo leaking fuel from upper gasket. found during idle leak check. aircraft grounded. removed and replaced the nr 2 engine fuel servo heater iaw amm 73-11-07-000-801-f00 and 73-11-07-400-801-f00. fuel servo heater leak checked good. nature of condition : other precautionary procedure : none part name : fuel heater part condition : leaking",Yes,,,,,,,
756,"the aircraft was grounded. approximately 2hrs + 45 mins into flight left hydraulic quantity began to decrease rapidly. the flight declared an emergency and diverted to dfw without further incident. noticed hydraulic leak under nr 1 engine after aircraft arrival at gate. maintenance replaced left engine hydraulic pump per mm 29-11-11. replaced system a pressure, return, and lt engine case drain filters. inspected and no debris noted. leak cks ok. nature of condition : fluid loss precautionary procedure : unsched landing part name : pump part condition : leaking",Yes,,,,,,,
